,sentence,label,tones
927,i do not feel overwhelmed nor rushed,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.560098,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.681699,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
928,i feel the most romantic of all is when i finally finish my blog post,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.738934,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
929,i kinda did steal joshua s customer i feel amused,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.532552,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.928936,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
930,i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.791999,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.571567,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.58393,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
931,i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.583272,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.654647,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
932,i don t feel successful if that makes sense,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.673325,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.724236,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.5538,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
933,im feeling low and forgotten,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.667375,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.882284,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
934,i feel like my life is practically perfect in every way right now and i am every so happy,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.869035,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.916773,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      }    ]  }}"
935,i just feel like if i don t suffer to produce something then it s not worthwhile,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.822066,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.920855,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
936,i was feeling creative i see you alternate version of me,joy,"{  ""document_tone"": {    ""tones"": []  }}"
937,i am feeling a bit nostalgic today,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.703433,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
938,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.712559,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
939,i feel like i m that dirty trash bin on the streets that nobody really sought,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.855825,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
940,i make new friends in the process i dont feel too slutty lol,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.792807,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
941,i feel a bit reluctant to turn to other people,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.703069,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
942,i wake up and i feel absolutely worthless,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.751185,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.898327,        ""tone_id"": ""confident"",        ""tone_name"": ""Confident""      },      {        ""score"": 0.506763,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
943,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.582408,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.574817,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
944,i feel its gonna start aching again when the rainy season comes again next year,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.557278,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
945,i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.52791,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.766201,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
946,i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,joy,"{  ""document_tone"": {    ""tones"": []  }}"
947,i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.673004,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.88939,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
948,i read in one horrific sitting made me feel ashamed of the world we live in,sadness,"{  ""document_tone"": {    ""tones"": []  }}"
949,i could feel his sweet spirit and i was happy to be helping him,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.9121,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.845297,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
950,i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.633366,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
951,id feel better,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.851351,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.946222,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
952,i watch hgtv and i feel like im not that talented,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.524965,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.8152,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
953,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.788489,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      },      {        ""score"": 0.779757,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
954,i feel like offended with such question,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.677252,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.988176,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
955,i probably love a handful of friends too but i always feel a bit strange when describing this as love,fear,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.689831,        ""tone_id"": ""joy"",        ""tone_name"": ""Joy""      }    ]  }}"
956,i feel hated and not wanted but just be an ignored,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.79474,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.909883,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
957,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,joy,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.574477,        ""tone_id"": ""analytical"",        ""tone_name"": ""Analytical""      }    ]  }}"
958,i wonder are you jealous or feeling of discontent or covetousnes,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.56593,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.988397,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
959,i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,sadness,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.787804,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      }    ]  }}"
960,i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,love,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.677461,        ""tone_id"": ""fear"",        ""tone_name"": ""Fear""      }    ]  }}"
961,i guess im just feeling a little rebellious,anger,"{  ""document_tone"": {    ""tones"": [      {        ""score"": 0.664472,        ""tone_id"": ""sadness"",        ""tone_name"": ""Sadness""      },      {        ""score"": 0.984352,        ""tone_id"": ""tentative"",        ""tone_name"": ""Tentative""      }    ]  }}"
